timestamp,VTHO,PLA,SHA,OCE,JUR,DBET,EHrT,YEET,TIC,Other
1554126970000,807864.29,798796.35,1421549.77,0.00,0.00,386272.11,0.00,0.00,28585.72,0.00
1554136970000,810289.12,798796.35,1421549.77,0.00,0.00,386272.11,0.00,0.00,29585.72,0.00
1554146970000,812968.46,808796.35,1329111.89,0.00,0.00,385772.91,0.00,0.00,29585.72,0.00
1554156970000,815387.61,805247.79,1332941.29,0.00,0.00,385772.91,0.00,0.00,29585.72,0.00
1554166970000,815387.61,815247.79,1332941.29,0.00,0.00,385772.91,0.00,0.00,29585.72,0.00
1554176970000,815387.61,835247.79,1332941.29,0.00,0.00,385772.91,0.00,0.00,29585.72,0.00
1554187000000,815191.14,835564.59,1332941.29,0.00,0.00,376103.36,0.00,0.00,29585.72,0.00
1554197040000,815090.75,835650.59,1332941.29,0.00,0.00,376103.36,0.00,0.00,29585.72,0.00
1554207040000,809077.00,820351.08,1332941.29,0.00,0.00,376103.36,0.00,0.00,29585.72,0.00
1554217040000,781400.75,820351.08,1328760.38,0.00,0.00,376103.36,0.00,0.00,27809.04,0.00
1554227050000,791752.71,819853.94,1319555.60,0.00,0.00,376103.36,0.00,0.00,27809.04,0.00
1554237050000,788564.94,818724.93,1302960.73,0.00,0.00,368806.78,0.00,0.00,27809.04,0.00
1554247050000,780994.24,798181.08,1302960.73,0.00,0.00,368806.78,0.00,0.00,27809.04,0.00
1554257050000,783699.97,783948.25,470004.23,0.00,0.00,368806.78,0.00,0.00,27809.04,0.00
1554267050000,795553.95,783948.25,471567.55,0.00,0.00,368806.78,0.00,0.00,27809.04,0.00
1554277050000,795220.71,784281.49,471567.55,0.00,0.00,368806.78,0.00,0.00,27809.04,0.00
1554287050000,801987.05,784281.49,471567.55,0.00,0.00,357617.38,0.00,0.00,27809.04,0.00
1554297050000,801987.05,784281.49,471567.55,0.00,0.00,357617.38,0.00,0.00,27809.04,0.00
1554307050000,790739.39,759992.15,212884.66,0.00,0.00,357617.38,0.00,0.00,27809.04,0.00
1554317050000,787043.55,750544.31,211244.83,0.00,0.00,347283.80,0.00,0.00,27809.04,0.00
1554327050000,797023.55,750544.31,193902.81,0.00,0.00,347283.80,0.00,0.00,27809.04,0.00
1554337050000,795575.05,750544.31,195730.21,0.00,0.00,347283.80,0.00,0.00,27809.04,0.00
1554347060000,796755.99,749150.37,195730.21,0.00,0.00,347283.80,0.00,0.00,27732.40,0.00
1554357060000,796755.99,749150.37,195730.21,0.00,0.00,347283.80,0.00,0.00,27732.40,0.00
1554367060000,810245.99,749150.37,195730.21,0.00,0.00,347283.80,0.00,0.00,27732.40,0.00
1554377060000,809837.40,732135.11,195730.21,0.00,0.00,336813.21,0.00,0.00,27732.40,0.00
1554387060000,798995.25,732135.11,195730.21,0.00,0.00,336813.21,0.00,0.00,27732.40,0.00
1554397070000,798002.95,732135.11,195730.21,9916.47,0.00,336813.21,0.00,0.00,27732.40,0.00
1554407070000,793181.23,719264.25,188592.06,19789.55,0.00,336813.21,0.00,0.00,27732.40,0.00
1554417080000,803737.73,734041.19,188592.06,16892.37,0.00,336813.21,0.00,0.00,27732.40,0.00
1554427080000,803603.07,734041.19,188592.06,16892.37,0.00,336813.21,0.00,0.00,27732.40,0.00
1554437080000,801407.85,734972.48,182659.76,20344.87,0.00,336813.21,0.00,0.00,27732.40,0.00
1554447090000,799292.36,734972.48,192538.26,20466.37,0.00,336813.21,0.00,0.00,27732.40,0.00
1554457090000,799292.36,734972.48,192538.26,20466.37,0.00,336813.21,0.00,0.00,27732.40,0.00
1554467090000,801272.36,749972.48,192538.26,20466.37,0.00,336813.21,0.00,0.00,27732.40,0.00
1554477090000,799309.82,724191.58,192538.26,19569.93,0.00,336813.21,0.00,0.00,27732.40,0.00
1554487090000,796961.79,724191.58,192538.26,106058.42,0.00,336813.21,0.00,0.00,28786.70,0.00
1554497090000,794729.75,724191.58,192538.26,106058.42,0.00,336813.21,0.00,0.00,28786.70,0.00
1554507100000,794463.98,724191.58,192538.26,106058.42,0.00,336813.21,0.00,0.00,28786.70,0.00
1554517100000,793668.70,724191.58,192538.26,106058.42,0.00,336813.21,0.00,0.00,28786.70,0.00
1554527100000,791966.95,724191.58,192538.26,106058.42,0.00,336813.21,0.00,0.00,28786.70,0.00
1554537100000,792181.46,724191.58,192538.26,136319.62,0.00,336813.21,0.00,0.00,28786.70,0.00
1554547100000,761022.08,724191.58,192538.26,141217.21,0.00,336813.21,0.00,0.00,28786.70,0.00
1554557110000,794002.31,724191.58,192350.12,141163.91,0.00,336813.21,0.00,0.00,28786.70,0.00
1554567110000,798576.29,724191.58,192350.12,141163.91,0.00,336813.21,0.00,0.00,28786.70,0.00
1554577110000,798576.29,703162.89,192350.12,141163.91,0.00,336813.21,0.00,0.00,28786.70,0.00
1554587110000,798089.56,703162.89,192350.12,141163.91,0.00,336813.21,0.00,0.00,28786.70,0.00
1554597120000,797820.51,689024.00,192350.12,141163.91,0.00,336813.21,0.00,0.00,28786.70,0.00
1554607120000,791564.70,696177.24,181971.36,141163.91,0.00,336813.21,0.00,0.00,28786.70,0.00
1554617120000,791564.70,696177.24,181971.36,141163.91,0.00,336813.21,0.00,0.00,28786.70,0.00
1554627120000,791564.70,696177.24,181971.36,141163.91,0.00,336813.21,0.00,0.00,28786.70,0.00
1554637120000,796587.66,696177.24,173767.57,146879.91,0.00,336813.21,0.00,0.00,28786.70,0.00
1554647120000,794640.10,696177.24,173767.57,176879.91,0.00,336813.21,0.00,0.00,28786.70,0.00
1554657120000,792155.56,696177.24,173767.57,179364.45,0.00,336813.21,0.00,0.00,28786.70,0.00
1554667120000,796155.58,698917.24,183767.57,167872.29,0.00,336813.21,0.00,0.00,28786.70,0.00
1554677120000,797208.39,700822.81,184944.00,167711.99,0.00,336813.21,0.00,0.00,27858.29,0.00
1554687120000,796905.71,700822.81,184944.00,167711.99,0.00,336813.21,0.00,0.00,27858.29,0.00
1554697120000,795263.96,702470.58,184944.00,167711.99,0.00,336813.21,0.00,0.00,27858.29,0.00
1554707130000,783686.14,702470.58,184944.00,167711.99,0.00,336813.21,0.00,0.00,27858.29,0.00
1554717140000,806656.14,716343.72,182020.87,167711.99,0.00,336813.21,0.00,0.00,27858.29,0.00
1554727140000,819289.44,716343.72,182020.87,168690.94,0.00,336813.21,0.00,0.00,27858.29,0.00
1554737150000,811891.99,716343.72,182020.87,168690.94,0.00,336813.21,0.00,0.00,27858.29,0.00
1554747150000,811009.68,716343.72,182020.87,168159.86,0.00,336813.21,0.00,0.00,27858.29,0.00
1554757150000,806666.92,716343.72,185526.76,168159.86,0.00,336813.21,0.00,0.00,27858.29,0.00
1554767150000,824203.21,716343.72,185526.76,168159.86,0.00,336813.21,0.00,0.00,27858.29,0.00
1554777150000,824023.54,2548858.67,3041674.06,168159.86,0.00,336813.21,0.00,0.00,27858.29,0.00
1554787150000,823605.52,2465171.99,3181674.06,172510.45,0.00,336813.21,0.00,0.00,27858.29,0.00
1554797150000,845147.41,2455071.89,3211674.06,169501.74,0.00,336813.21,0.00,0.00,27858.29,0.00
1554807160000,838011.76,2455071.89,3361352.83,166173.68,0.00,356813.21,0.00,0.00,27858.29,0.00
1554817160000,842257.32,2445724.61,3361352.83,163497.09,0.00,334916.38,0.00,0.00,27858.29,0.00
1554827160000,841406.48,2402708.87,3361352.83,163497.09,0.00,334916.38,0.00,0.00,27858.29,0.00
1554837160000,840706.38,2322709.43,3331354.54,163497.09,0.00,334916.38,0.00,0.00,27858.29,0.00
1554847160000,816611.56,2322852.01,3331354.54,166497.09,0.00,334916.38,0.00,0.00,27858.29,0.00
1554857160000,816611.56,2322852.01,3331354.54,166497.09,0.00,334916.38,0.00,0.00,27858.29,0.00
1554867170000,815470.89,2349658.80,3331354.54,166497.09,0.00,350316.38,0.00,0.00,27858.29,0.00
1554877170000,816158.58,2349658.80,3331354.54,176537.29,0.00,372316.38,0.00,0.00,27858.29,0.00
1554887170000,816064.68,2322649.05,3320923.09,176537.29,0.00,372316.38,0.00,0.00,27858.29,0.00
1554897170000,809425.42,2322649.05,3316170.53,176537.29,0.00,372316.38,0.00,0.00,27858.29,0.00
1554907170000,807938.68,2324095.00,3315215.96,177227.29,0.00,372316.38,0.00,0.00,28649.18,0.00
1554917170000,807954.56,2262047.70,3315215.96,177227.29,0.00,372316.38,0.00,0.00,28649.18,0.00
1554927170000,809277.83,2266886.58,3315215.96,177227.29,0.00,372316.38,0.00,0.00,28649.18,0.00
1554937170000,809277.83,2266886.58,3315215.96,177227.29,0.00,372316.38,0.00,0.00,28649.18,0.00
1554947170000,809271.77,2266886.58,3315215.96,177227.29,0.00,372316.38,0.00,0.00,28649.18,0.00
1554957180000,809152.44,2309384.04,3315215.96,177816.33,0.00,372316.38,0.00,0.00,28649.18,0.00
1554967180000,809152.44,2309384.04,3307172.58,177816.33,0.00,372316.38,0.00,0.00,28649.18,0.00
1554977180000,809152.44,2309364.92,3327172.58,174180.95,0.00,372316.38,0.00,0.00,28649.18,0.00
1554987180000,807494.10,2289009.41,3347172.58,174180.95,0.00,372316.38,0.00,0.00,27107.18,0.00
1554997180000,808553.31,2289952.53,3348494.41,174180.95,0.00,372316.38,0.00,0.00,27107.18,0.00
1555007180000,807354.24,2295079.53,3348254.50,174180.95,0.00,372316.38,0.00,0.00,27107.18,0.00
1555017180000,805777.47,2295079.53,3348254.50,174180.95,0.00,372316.38,0.00,0.00,27107.18,0.00
1555027180000,805267.47,2295079.53,3348254.50,174180.95,0.00,372316.38,0.00,0.00,27107.18,0.00
1555037180000,803372.93,2296974.07,3363254.50,174180.95,0.00,372316.38,0.00,0.00,27107.18,0.00
1555047180000,798210.39,2291901.26,3373490.85,174180.95,0.00,356976.50,0.00,0.00,27107.18,0.00
1555057180000,798055.91,2291901.26,3395183.88,174180.95,0.00,356976.50,0.00,0.00,27107.18,0.00
1555067180000,797384.09,2291901.26,3395855.70,174180.95,0.00,356976.50,0.00,0.00,27107.18,0.00
1555077180000,799364.09,2291901.26,3395855.70,174180.95,0.00,356976.50,0.00,0.00,27107.18,0.00
1555087180000,819364.09,2279502.36,3437955.70,174180.95,0.00,356976.50,0.00,0.00,27107.18,0.00
1555097180000,807066.63,2286200.67,3483644.85,174180.95,0.00,382476.50,0.00,0.00,27107.18,0.00
1555107180000,806502.97,2286200.67,3483644.85,174180.95,0.00,382476.50,0.00,0.00,27107.18,0.00
1555117180000,799786.65,2292685.85,3483644.85,174180.95,0.00,382476.50,0.00,0.00,27107.18,0.00
1555127180000,804801.34,2298571.85,2696551.78,174180.95,0.00,382476.50,0.00,0.00,27107.18,0.00
1555137180000,804801.34,2251322.68,2768551.78,174180.95,0.00,382476.50,0.00,0.00,27107.18,0.00
1555147180000,803543.48,2251322.68,2768551.78,175275.43,0.00,382476.50,0.00,0.00,27107.18,0.00
1555157180000,804514.66,2251322.68,2768551.78,175275.43,0.00,382476.50,0.00,0.00,27107.18,0.00
1555167180000,802241.52,2251322.68,2749932.14,175275.43,0.00,382476.50,0.00,0.00,27107.18,0.00
1555177180000,802241.52,2251322.68,2728717.24,175275.43,0.00,382476.50,0.00,0.00,27107.18,0.00
1555187180000,813763.84,2249251.74,2728717.24,175275.43,0.00,387120.58,0.00,0.00,27107.18,0.00
1555197180000,812773.62,2249644.13,2728717.24,175275.43,0.00,374726.66,0.00,0.00,27107.18,0.00
1555207180000,811460.85,2249644.13,2728717.24,175275.43,0.00,374726.66,0.00,0.00,27107.18,0.00
1555217180000,812450.85,2249644.13,2728717.24,175275.43,0.00,374726.66,0.00,0.00,27107.18,0.00
1555227180000,811756.42,2249644.13,2729411.68,175275.43,0.00,353225.43,0.00,0.00,27107.18,0.00
1555237180000,811656.27,2249644.13,2729411.68,175275.43,0.00,353225.43,0.00,0.00,27107.18,0.00
1555247180000,808909.53,2252390.86,2729411.68,175275.43,0.00,353225.43,0.00,0.00,27107.18,0.00
1555257180000,808909.53,2252390.86,2729411.68,175275.43,0.00,353225.43,0.00,0.00,27107.18,0.00
1555267180000,809899.53,2252390.86,2729411.68,175275.43,0.00,353225.43,0.00,0.00,27107.18,0.00
1555277180000,809741.41,2252390.86,2708968.69,175275.43,0.00,378225.43,0.00,0.00,27107.18,0.00
1555287180000,800417.21,2261715.05,2708968.69,175275.43,0.00,378225.43,0.00,0.00,27107.18,0.00
1555297180000,820407.21,2261715.05,2708968.69,175275.43,0.00,378225.43,0.00,0.00,27107.18,0.00
1555307180000,820408.21,2250668.00,2708968.69,175324.43,0.00,373886.10,0.00,0.00,27107.18,0.00
1555317180000,820408.21,2251139.00,2708968.69,175334.78,0.00,373886.10,0.00,0.00,27107.18,0.00
1555327180000,819876.07,2254308.00,2708968.69,175334.78,0.00,373886.10,0.00,0.00,27107.18,0.00
1555337190000,802047.21,2489836.07,2708968.69,175334.78,0.00,373886.10,0.00,0.00,27107.18,0.00
1555347190000,805212.14,2255372.48,2675372.03,175619.16,0.00,373886.10,0.00,0.00,27107.18,0.00
1555357190000,805212.14,2255372.48,2675372.03,175619.16,0.00,373886.10,0.00,0.00,27107.18,0.00
1555367200000,797605.63,2228875.82,2675372.03,175619.16,0.00,403886.10,0.00,0.00,27107.18,0.00
1555377220000,797605.63,2228875.82,2675372.03,175619.16,0.00,403886.10,0.00,0.00,27107.18,0.00
1555387220000,797605.63,2257289.91,2705372.03,175619.16,0.00,423886.10,0.00,0.00,27107.18,0.00
1555397220000,796775.21,2257289.91,2705372.03,175619.16,0.00,423886.10,0.00,0.00,27107.18,0.00
1555407220000,796661.54,2203170.38,2705372.03,173600.22,0.00,413261.55,0.00,0.00,27107.18,0.00
1555417220000,797651.54,2202529.89,2705372.03,173600.22,0.00,413261.55,0.00,0.00,27107.18,0.00
1555427220000,797651.54,2202529.89,2705372.03,173600.22,0.00,413261.55,0.00,0.00,27107.18,0.00
1555437220000,798641.54,2202529.89,2705372.03,173600.22,0.00,380242.31,0.00,0.00,27107.18,0.00
1555447220000,798457.11,2202223.98,2705372.03,173600.22,0.00,380242.31,0.00,0.00,27107.18,0.00
1555457230000,800437.11,2190711.75,2705372.03,173600.22,0.00,380242.31,0.00,0.00,27107.18,0.00
1555467260000,798915.60,2191950.70,2705372.03,173600.22,0.00,380242.31,0.00,0.00,27107.18,0.00
1555477260000,800936.04,2192910.27,2705372.03,173600.22,0.00,380242.31,0.00,0.00,27107.18,0.00
1555487260000,809708.27,2192910.27,2705372.03,169438.79,0.00,380242.31,0.00,0.00,27107.18,0.00
1555497260000,810698.27,2192910.27,2613822.03,169438.79,0.00,380242.31,0.00,0.00,27107.18,0.00
1555507260000,810788.27,2170509.64,2613822.03,169438.79,0.00,380242.31,0.00,0.00,27107.18,0.00
1555517260000,810531.94,2170509.64,2613822.03,169438.79,0.00,380242.31,0.00,0.00,27107.18,0.00
1555527260000,810956.74,2168294.95,2613822.03,169438.79,0.00,380242.31,0.00,0.00,27107.18,0.00
1555537260000,809967.67,2163879.15,2613822.03,169438.79,0.00,380242.31,0.00,0.00,27107.18,0.00
1555547260000,808372.31,2163879.15,2551440.07,169438.79,0.00,380242.31,0.00,0.00,27107.18,0.00
1555557260000,801591.47,2163879.15,2551440.07,170505.88,0.00,380242.31,0.00,0.00,27107.18,0.00
1555567260000,801591.47,2163879.15,2551440.07,170505.88,0.00,380242.31,0.00,0.00,27107.18,0.00
1555577260000,801591.47,2164350.65,2571440.07,170505.88,0.00,380242.31,0.00,0.00,27107.18,0.00
1555587260000,801591.47,2164350.65,2571440.07,157463.38,0.00,380242.31,0.00,0.00,27107.18,0.00
1555597260000,801591.47,2131022.72,2571440.07,151143.06,0.00,380242.31,0.00,0.00,27107.18,0.00
1555607260000,790589.56,2140583.03,2571440.07,149147.62,0.00,380242.31,0.00,0.00,27107.18,0.00
1555617260000,798787.63,2141603.99,2571490.07,149147.62,0.00,380242.31,0.00,0.00,27127.18,0.00
1555627260000,780747.57,2141603.99,2476702.75,150452.88,0.00,380242.31,0.00,0.00,27127.18,0.00
1555637260000,769599.14,2081010.85,2476702.75,161115.24,0.00,380242.31,0.00,0.00,27127.18,0.00
1555647260000,781904.15,2083317.47,2476837.77,165423.55,0.00,380242.31,0.00,0.00,27127.18,0.00
1555657260000,771426.23,2117417.47,2486837.77,158506.95,0.00,380242.31,0.00,0.00,27127.18,0.00
1555667270000,769964.34,2117423.98,2486837.77,159870.95,0.00,380242.31,0.00,0.00,27127.18,0.00
1555677270000,769964.34,2115535.66,2486837.77,159870.95,0.00,380242.31,0.00,0.00,27127.18,0.00
1555687270000,768083.96,2088757.71,2489759.29,159870.95,0.00,383736.04,0.00,0.00,27127.18,0.00
1555697270000,775115.21,2036579.68,2448900.82,159870.95,0.00,383736.04,0.00,0.00,27127.18,0.00
1555707270000,778792.72,2060628.64,2448900.82,158533.87,0.00,383736.04,0.00,0.00,27127.18,0.00
1555717270000,760031.62,2060628.64,2448900.82,158533.87,0.00,383736.04,0.00,0.00,27127.18,0.00
1555727270000,793555.43,2107406.76,2448900.82,158533.87,0.00,383736.04,0.00,0.00,27127.18,0.00
1555737270000,781177.11,2051752.34,2448900.82,158533.87,0.00,383736.04,0.00,0.00,27127.18,0.00
1555747270000,781177.11,2051752.34,2448900.82,158533.87,0.00,383736.04,0.00,0.00,27127.18,0.00
1555757290000,752754.37,2053868.09,2448900.82,158533.87,0.00,383736.04,0.00,0.00,29134.81,0.00
1555767300000,760890.84,2053868.09,2448900.82,158533.87,0.00,383736.04,0.00,0.00,29134.81,0.00
1555777300000,760890.84,2053868.09,2448900.82,158533.87,0.00,383736.04,0.00,0.00,29134.81,0.00
1555787310000,751569.61,2053868.09,2448900.82,158533.87,0.00,383736.04,0.00,0.00,29134.81,0.00
1555797310000,748341.72,2053868.09,2448900.82,158533.87,0.00,383736.04,0.00,0.00,29134.81,0.00
1555807310000,754288.19,2053868.09,2448900.82,158533.87,0.00,383736.04,0.00,0.00,29134.81,0.00
1555817310000,754146.30,2053868.09,2448900.82,158533.87,0.00,383736.04,0.00,0.00,29134.81,0.00
1555827310000,743186.41,2057690.33,2448900.82,159743.24,0.00,383736.04,0.00,0.00,29134.81,0.00
1555837310000,1133401.48,2057690.33,2448900.82,161143.24,0.00,383736.04,0.00,0.00,29134.81,0.00
1555847310000,1143801.48,2057690.33,2448900.82,161143.24,0.00,383736.04,0.00,0.00,29134.81,0.00
1555857320000,1130401.21,2057690.33,2448900.82,161143.24,0.00,383736.04,0.00,0.00,29134.81,0.00
1555867320000,1149047.51,2057690.33,2448900.82,157792.14,0.00,383736.04,0.00,0.00,29134.81,0.00
1555877320000,1150418.12,2057690.33,2479284.82,157792.14,0.00,383736.04,0.00,0.00,29134.81,0.00
1555887320000,1162159.10,2057690.33,2479284.82,157792.14,0.00,383736.04,0.00,0.00,29134.81,0.00
1555897320000,1163149.10,2097690.33,2526750.82,157792.14,0.00,383736.04,0.00,0.00,32134.81,0.00
1555907330000,1161432.14,2173805.55,2526750.82,157792.14,0.00,383736.04,0.00,0.00,32134.81,0.00
1555917330000,1154217.53,2173805.55,2526750.82,157792.14,0.00,383736.04,0.00,0.00,32134.81,0.00
1555927540000,1154081.63,2088846.38,2526750.82,157792.14,0.00,383736.04,0.00,0.00,32134.81,0.00
1555937540000,1171427.99,2088846.38,2526750.82,157792.14,0.00,383736.04,0.00,0.00,32134.81,0.00
1555947540000,1162837.20,2105295.73,2465551.60,157792.14,0.00,383736.04,0.00,0.00,32134.81,0.00
1555957540000,1165130.55,2136990.90,2494542.75,159759.78,0.00,383736.04,0.00,0.00,32134.81,0.00
1555967540000,1166593.69,2115864.52,2494542.75,159760.37,0.00,383736.04,0.00,0.00,32134.81,0.00
1555977540000,1166080.27,2145864.52,2494542.75,159760.37,0.00,383736.04,0.00,0.00,32134.81,0.00
1555987540000,1165790.57,2146512.76,2494542.75,159760.37,0.00,383736.04,0.00,0.00,32134.81,0.00
1555997540000,1160032.33,2146512.76,2494542.75,159760.37,0.00,383736.04,0.00,0.00,32134.81,0.00
1556007580000,1172923.00,2146512.76,2494542.75,159760.37,0.00,383736.04,0.00,0.00,32134.81,0.00
1556017590000,1197334.43,2146512.76,2483813.33,153309.28,0.00,383736.04,0.00,0.00,28501.92,0.00
1556027590000,1176057.49,2304229.54,2483813.33,153309.28,0.00,383736.04,0.00,0.00,28501.92,0.00
1556037590000,1174391.67,2142907.03,2442944.10,153309.28,0.00,383736.04,0.00,0.00,28501.92,0.00
1556047590000,1174391.67,2142907.03,2432624.03,153309.28,0.00,383736.04,0.00,0.00,28501.92,0.00
1556057590000,1170178.87,2142907.03,2432624.03,153309.28,0.00,383736.04,0.00,0.00,28501.92,0.00
1556067590000,1162103.28,2128513.54,2432624.03,153309.28,0.00,383736.04,0.00,0.00,28501.92,0.00
1556077620000,1144657.39,2130263.54,2432624.03,153309.28,0.00,383736.04,0.00,0.00,28501.92,0.00
1556087630000,1145400.25,2119829.98,2432624.03,153309.28,0.00,383736.04,0.00,0.00,28501.92,0.00
1556097640000,1145308.61,2038197.67,2459924.03,153309.28,0.00,383736.04,0.00,0.00,28501.92,0.00
1556107640000,1145308.61,2068197.67,2459924.03,153309.28,0.00,383736.04,0.00,0.00,28501.92,0.00
1556117640000,1248735.30,2068862.98,2459924.03,151383.95,0.00,383736.04,0.00,0.00,28501.92,0.00
1556127640000,1190498.04,2072540.13,2459924.03,151383.95,0.00,383736.04,0.00,0.00,28501.92,0.00
1556137640000,1185379.83,2072540.13,2459924.03,151383.95,0.00,383736.04,0.00,0.00,28501.92,0.00
1556147640000,1153421.82,2072540.13,2459924.03,151383.95,0.00,383736.04,0.00,0.00,28501.92,0.00
1556157640000,1173453.43,2072865.83,2459924.03,151383.95,0.00,383736.04,0.00,0.00,28501.92,0.00
1556167650000,1175677.29,2169001.89,2459924.03,151383.95,0.00,383736.04,0.00,0.00,28501.92,0.00
1556177660000,1176767.92,2169001.89,2459924.03,145582.29,0.00,383736.04,0.00,0.00,28501.92,0.00
1556187700000,1178539.95,2067889.40,2459924.03,145582.29,0.00,383736.04,0.00,0.00,28501.92,0.00
1556197710000,1177154.34,2088428.82,2459924.03,145582.29,0.00,383736.04,0.00,2153.13,28501.92,0.00
1556207710000,1170793.94,2109378.82,2459924.03,145582.29,0.00,383736.04,0.00,2153.12,28501.92,0.00
1556217710000,1170793.94,2109378.82,2459924.03,145582.29,0.00,383736.04,0.00,2173.86,28501.92,0.00
1556227710000,1162278.14,2109378.82,2459924.03,145582.29,0.00,383736.04,0.00,2173.86,28501.92,0.00
1556237710000,1171627.62,2109378.82,2459924.03,145582.29,0.00,383736.04,0.00,2173.86,28501.92,0.00
1556247720000,1171321.96,2109378.82,2459924.03,145582.29,0.00,383736.04,0.00,2173.86,28501.92,0.00
1556257720000,1156297.65,2110524.08,2459924.03,145582.29,0.00,383736.04,0.00,2173.86,28501.92,0.00
1556267730000,1147027.07,2110524.08,2459924.03,145582.29,0.00,383736.04,0.00,2173.86,28501.92,0.00
1556277730000,1167027.07,2110524.08,2459924.03,145582.29,0.00,383736.04,0.00,1935.17,28501.92,0.00
1556287730000,1164894.04,2111161.08,2459924.03,145582.29,0.00,383736.04,0.00,9418.04,28501.92,0.00
1556297750000,1168453.28,2111161.08,2462977.61,145582.29,0.00,387025.77,0.00,9418.04,28501.92,0.00
1556307780000,1168453.28,2111161.08,2462977.61,145582.29,0.00,387025.77,0.00,9418.04,28501.92,0.00
1556317790000,1175227.82,2111161.08,2462977.61,145582.29,0.00,387025.77,0.00,9418.04,28501.92,0.00
1556327850000,1174008.28,2111161.08,2462977.61,145582.29,0.00,387025.77,0.00,9418.04,28501.92,0.00
1556338000000,1170014.53,2111161.08,2463802.08,145582.29,0.00,387025.77,0.00,9418.04,28501.92,0.00
1556348310000,1169731.15,2111161.08,2463802.08,145582.29,0.00,387025.77,0.00,9418.04,28501.92,0.00
1556358530000,1199731.15,2141161.08,2362489.19,145582.29,0.00,387025.77,0.00,9418.04,28501.92,0.00
1556368750000,1199461.31,2141161.08,2382489.19,145582.29,0.00,387025.77,0.00,9418.04,28501.92,0.00
1556379090000,1193615.94,2111719.46,2382489.19,145582.29,0.00,387025.77,0.00,9418.04,28501.92,0.00
1556389280000,1202669.87,2081501.15,2511789.19,145582.29,0.00,387025.77,0.00,9418.04,28501.92,0.00
1556399640000,1195918.16,2081501.15,182316.34,147408.18,0.00,387025.77,0.00,9418.04,28501.92,0.00
1556410070000,1184879.43,2081501.15,182316.34,147408.18,0.00,387025.77,0.00,9418.04,28501.92,0.00
1556420270000,1195869.43,2081501.15,182316.34,147408.18,0.00,387025.77,0.00,9418.04,28501.92,0.00
1556430770000,1190491.25,2081501.15,182316.34,148702.67,0.00,387025.77,0.00,9418.04,28501.92,0.00
1556441390000,1190157.65,2082445.15,182316.34,148702.67,0.00,387025.77,0.00,9418.04,28501.92,0.00
1556451800000,1207060.66,2082445.15,182316.34,148702.67,0.00,387025.77,0.00,9518.04,28501.92,0.00
1556462340000,1204124.96,2055193.68,182316.34,148702.67,0.00,387025.77,0.00,9518.04,28501.92,0.00
1556472810000,1235114.96,2055193.68,182316.34,148702.67,0.00,376696.07,0.00,9518.04,28501.92,0.00
1556483430000,1229256.42,2034734.91,175507.88,153702.67,0.00,376696.07,0.00,8616.91,28501.92,0.00
1556493980000,1228790.33,2034734.91,175507.88,153702.67,0.00,376696.07,0.00,8616.91,28501.92,0.00
1556504530000,1220619.47,2034734.91,175507.88,154596.17,0.00,376696.07,0.00,8616.91,28501.92,0.00
1556515050000,1230483.17,2035686.58,175507.88,154596.17,0.00,376696.07,0.00,18626.91,28501.92,0.00
1556525530000,1238131.70,2059551.58,175507.88,155566.05,0.00,376696.07,0.00,14216.68,28501.92,0.00
1556535910000,1235987.67,2059551.58,175507.88,155566.05,0.00,376696.07,0.00,14216.68,28501.92,0.00
1556546480000,1253837.62,2059551.58,175507.88,155566.05,0.00,376696.07,0.00,14216.68,28501.92,0.00
1556557200000,1249803.06,2059551.58,175507.88,155566.05,0.00,376696.07,0.00,14216.68,28501.92,0.00
1556567480000,1243424.01,2005005.56,175507.88,154303.55,0.00,376696.07,0.00,14216.68,28501.92,0.00
1556578060000,1243009.61,2035005.56,175507.88,154653.55,0.00,351129.80,0.00,14216.68,28501.92,0.00
1556588480000,1242113.65,2035005.56,175507.88,154653.55,0.00,351129.80,0.00,14216.68,28501.92,0.00
1556599050000,1227677.75,2110005.56,175507.88,154653.55,0.00,351129.80,0.00,14216.68,28501.92,0.00
1556609550000,1224274.49,2110005.56,175507.88,154653.55,0.00,351129.80,0.00,14216.68,28501.92,0.00
1556619730000,1224274.49,2089876.98,175507.88,154653.55,0.00,351129.80,0.00,14216.68,28501.92,0.00
1556630270000,1223544.08,2070130.70,175507.88,154653.55,0.00,351129.80,0.00,14216.68,28501.92,0.00
1556640940000,1223544.08,2014748.09,175507.88,154653.55,0.00,351129.80,0.00,14216.68,28501.92,0.00
1556651530000,1213059.35,2020768.58,175507.88,154653.55,0.00,325005.59,0.00,14216.68,28501.92,0.00
1556661760000,1228337.82,2020768.58,176053.88,154653.55,0.00,335005.59,0.00,14216.68,28501.92,0.00
1556672310000,1178640.43,2020768.58,176053.88,154653.55,0.00,335005.59,0.00,14216.68,28501.92,0.00
1556682670000,1194239.47,2020824.14,176075.21,154653.55,0.00,335005.59,0.00,14216.68,28501.92,0.00
1556692670000,1201961.80,2020832.05,176067.30,154653.55,0.00,335005.59,0.00,14216.68,28501.92,0.00
1556702700000,1201768.50,2020936.01,176054.30,151571.69,0.00,335005.59,0.00,14216.68,28501.92,0.00
1556712850000,1201768.50,2004765.14,176054.30,151571.69,0.00,335005.59,0.00,14216.68,28501.92,0.00
1556722900000,1210658.73,2004765.14,176054.30,151571.69,0.00,335005.59,0.00,14216.68,28501.92,0.00
